[2025-12-15T16:30:02.547+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-12-15T16:30:02.616+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_from_minio scheduled__2025-12-15T16:25:00+00:00 [queued]>
[2025-12-15T16:30:02.630+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_from_minio scheduled__2025-12-15T16:25:00+00:00 [queued]>
[2025-12-15T16:30:02.631+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 3
[2025-12-15T16:30:02.652+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_from_minio> on 2025-12-15 16:25:00+00:00
[2025-12-15T16:30:02.664+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=21026) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-12-15T16:30:02.666+0000] {standard_task_runner.py:64} INFO - Started process 21030 to run task
[2025-12-15T16:30:02.666+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_from_minio', 'scheduled__2025-12-15T16:25:00+00:00', '--job-id', '138', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpb1djqucc']
[2025-12-15T16:30:02.670+0000] {standard_task_runner.py:91} INFO - Job 138: Subtask download_from_minio
[2025-12-15T16:30:02.784+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_from_minio scheduled__2025-12-15T16:25:00+00:00 [running]> on host 4abec113d47e
[2025-12-15T16:30:02.989+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_from_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-12-15T16:25:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-12-15T16:25:00+00:00'
[2025-12-15T16:30:02.992+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-12-15T16:30:03.289+0000] {logging_mixin.py:188} INFO - Found 265 files in the bucket.
[2025-12-15T16:30:03.304+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765699149.json to /tmp/minio_data/1765699149.json
[2025-12-15T16:30:03.317+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700319.json to /tmp/minio_data/1765700319.json
[2025-12-15T16:30:03.330+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700445.json to /tmp/minio_data/1765700445.json
[2025-12-15T16:30:03.342+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700570.json to /tmp/minio_data/1765700570.json
[2025-12-15T16:30:03.353+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700695.json to /tmp/minio_data/1765700695.json
[2025-12-15T16:30:03.364+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700820.json to /tmp/minio_data/1765700820.json
[2025-12-15T16:30:03.376+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700944.json to /tmp/minio_data/1765700944.json
[2025-12-15T16:30:03.390+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701068.json to /tmp/minio_data/1765701068.json
[2025-12-15T16:30:03.402+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701195.json to /tmp/minio_data/1765701195.json
[2025-12-15T16:30:03.413+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701319.json to /tmp/minio_data/1765701319.json
[2025-12-15T16:30:03.424+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701444.json to /tmp/minio_data/1765701444.json
[2025-12-15T16:30:03.435+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701569.json to /tmp/minio_data/1765701569.json
[2025-12-15T16:30:03.447+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701708.json to /tmp/minio_data/1765701708.json
[2025-12-15T16:30:03.458+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701834.json to /tmp/minio_data/1765701834.json
[2025-12-15T16:30:03.470+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701960.json to /tmp/minio_data/1765701960.json
[2025-12-15T16:30:03.481+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702086.json to /tmp/minio_data/1765702086.json
[2025-12-15T16:30:03.493+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702212.json to /tmp/minio_data/1765702212.json
[2025-12-15T16:30:03.504+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702339.json to /tmp/minio_data/1765702339.json
[2025-12-15T16:30:03.516+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702464.json to /tmp/minio_data/1765702464.json
[2025-12-15T16:30:03.526+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702590.json to /tmp/minio_data/1765702590.json
[2025-12-15T16:30:03.540+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702715.json to /tmp/minio_data/1765702715.json
[2025-12-15T16:30:03.553+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702840.json to /tmp/minio_data/1765702840.json
[2025-12-15T16:30:03.564+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702967.json to /tmp/minio_data/1765702967.json
[2025-12-15T16:30:03.577+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703092.json to /tmp/minio_data/1765703092.json
[2025-12-15T16:30:03.588+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703217.json to /tmp/minio_data/1765703217.json
[2025-12-15T16:30:03.599+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703342.json to /tmp/minio_data/1765703342.json
[2025-12-15T16:30:03.612+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703468.json to /tmp/minio_data/1765703468.json
[2025-12-15T16:30:03.625+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703593.json to /tmp/minio_data/1765703593.json
[2025-12-15T16:30:03.636+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703717.json to /tmp/minio_data/1765703717.json
[2025-12-15T16:30:03.648+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703841.json to /tmp/minio_data/1765703841.json
[2025-12-15T16:30:03.660+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703966.json to /tmp/minio_data/1765703966.json
[2025-12-15T16:30:03.672+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765704090.json to /tmp/minio_data/1765704090.json
[2025-12-15T16:30:03.683+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765704215.json to /tmp/minio_data/1765704215.json
[2025-12-15T16:30:03.698+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765704339.json to /tmp/minio_data/1765704339.json
[2025-12-15T16:30:03.710+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765704464.json to /tmp/minio_data/1765704464.json
[2025-12-15T16:30:03.723+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765704588.json to /tmp/minio_data/1765704588.json
[2025-12-15T16:30:03.736+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765704712.json to /tmp/minio_data/1765704712.json
[2025-12-15T16:30:03.749+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765704837.json to /tmp/minio_data/1765704837.json
[2025-12-15T16:30:03.766+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765704961.json to /tmp/minio_data/1765704961.json
[2025-12-15T16:30:03.779+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765705086.json to /tmp/minio_data/1765705086.json
[2025-12-15T16:30:03.791+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765705210.json to /tmp/minio_data/1765705210.json
[2025-12-15T16:30:03.805+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765705335.json to /tmp/minio_data/1765705335.json
[2025-12-15T16:30:03.817+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765705459.json to /tmp/minio_data/1765705459.json
[2025-12-15T16:30:03.829+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765705591.json to /tmp/minio_data/1765705591.json
[2025-12-15T16:30:03.841+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765705724.json to /tmp/minio_data/1765705724.json
[2025-12-15T16:30:03.853+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765705856.json to /tmp/minio_data/1765705856.json
[2025-12-15T16:30:03.865+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765706004.json to /tmp/minio_data/1765706004.json
[2025-12-15T16:30:03.876+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765706174.json to /tmp/minio_data/1765706174.json
[2025-12-15T16:30:03.887+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765706317.json to /tmp/minio_data/1765706317.json
[2025-12-15T16:30:03.897+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765706443.json to /tmp/minio_data/1765706443.json
[2025-12-15T16:30:03.910+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765706568.json to /tmp/minio_data/1765706568.json
[2025-12-15T16:30:03.924+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765706694.json to /tmp/minio_data/1765706694.json
[2025-12-15T16:30:03.935+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765706820.json to /tmp/minio_data/1765706820.json
[2025-12-15T16:30:03.946+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765699206.json to /tmp/minio_data/1765699206.json
[2025-12-15T16:30:03.958+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765700358.json to /tmp/minio_data/1765700358.json
[2025-12-15T16:30:03.968+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765700483.json to /tmp/minio_data/1765700483.json
[2025-12-15T16:30:03.979+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765700609.json to /tmp/minio_data/1765700609.json
[2025-12-15T16:30:03.993+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765700734.json to /tmp/minio_data/1765700734.json
[2025-12-15T16:30:04.004+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765700858.json to /tmp/minio_data/1765700858.json
[2025-12-15T16:30:04.015+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765700983.json to /tmp/minio_data/1765700983.json
[2025-12-15T16:30:04.026+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765701108.json to /tmp/minio_data/1765701108.json
[2025-12-15T16:30:04.037+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765701234.json to /tmp/minio_data/1765701234.json
[2025-12-15T16:30:04.048+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765701359.json to /tmp/minio_data/1765701359.json
[2025-12-15T16:30:04.060+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765701483.json to /tmp/minio_data/1765701483.json
[2025-12-15T16:30:04.073+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765701607.json to /tmp/minio_data/1765701607.json
[2025-12-15T16:30:04.084+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765701748.json to /tmp/minio_data/1765701748.json
[2025-12-15T16:30:04.095+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765701874.json to /tmp/minio_data/1765701874.json
[2025-12-15T16:30:04.121+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765701999.json to /tmp/minio_data/1765701999.json
[2025-12-15T16:30:04.133+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765702125.json to /tmp/minio_data/1765702125.json
[2025-12-15T16:30:04.148+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765702252.json to /tmp/minio_data/1765702252.json
[2025-12-15T16:30:04.158+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765702378.json to /tmp/minio_data/1765702378.json
[2025-12-15T16:30:04.168+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765702503.json to /tmp/minio_data/1765702503.json
[2025-12-15T16:30:04.178+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765702628.json to /tmp/minio_data/1765702628.json
[2025-12-15T16:30:04.189+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765702754.json to /tmp/minio_data/1765702754.json
[2025-12-15T16:30:04.200+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765702880.json to /tmp/minio_data/1765702880.json
[2025-12-15T16:30:04.216+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765703006.json to /tmp/minio_data/1765703006.json
[2025-12-15T16:30:04.227+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765703131.json to /tmp/minio_data/1765703131.json
[2025-12-15T16:30:04.239+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765703256.json to /tmp/minio_data/1765703256.json
[2025-12-15T16:30:04.251+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765703381.json to /tmp/minio_data/1765703381.json
[2025-12-15T16:30:04.265+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765703507.json to /tmp/minio_data/1765703507.json
[2025-12-15T16:30:04.277+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765703631.json to /tmp/minio_data/1765703631.json
[2025-12-15T16:30:04.292+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765703756.json to /tmp/minio_data/1765703756.json
[2025-12-15T16:30:04.304+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765703880.json to /tmp/minio_data/1765703880.json
[2025-12-15T16:30:04.315+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765704004.json to /tmp/minio_data/1765704004.json
[2025-12-15T16:30:04.328+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765704129.json to /tmp/minio_data/1765704129.json
[2025-12-15T16:30:04.341+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765704254.json to /tmp/minio_data/1765704254.json
[2025-12-15T16:30:04.352+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765704377.json to /tmp/minio_data/1765704377.json
[2025-12-15T16:30:04.363+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1765704502.json to /tmp/minio_data/1765704502.json
