[2025-12-15T16:00:14.387+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-12-15T16:00:14.694+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_from_minio scheduled__2025-12-15T15:55:00+00:00 [queued]>
[2025-12-15T16:00:14.747+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_from_minio scheduled__2025-12-15T15:55:00+00:00 [queued]>
[2025-12-15T16:00:14.749+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 3
[2025-12-15T16:00:14.930+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_from_minio> on 2025-12-15 15:55:00+00:00
[2025-12-15T16:00:15.242+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=14206) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-12-15T16:00:15.253+0000] {standard_task_runner.py:64} INFO - Started process 14243 to run task
[2025-12-15T16:00:15.253+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_from_minio', 'scheduled__2025-12-15T15:55:00+00:00', '--job-id', '126', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpx0dnp10q']
[2025-12-15T16:00:15.258+0000] {standard_task_runner.py:91} INFO - Job 126: Subtask download_from_minio
[2025-12-15T16:00:17.268+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_from_minio scheduled__2025-12-15T15:55:00+00:00 [running]> on host 4abec113d47e
[2025-12-15T16:00:18.382+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_from_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-12-15T15:55:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-12-15T15:55:00+00:00'
[2025-12-15T16:00:18.406+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-12-15T16:00:21.591+0000] {logging_mixin.py:188} INFO - Found 265 files in the bucket.
[2025-12-15T16:00:21.662+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765699149.json to /tmp/minio_data/1765699149.json
[2025-12-15T16:00:21.688+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700319.json to /tmp/minio_data/1765700319.json
[2025-12-15T16:00:21.733+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700445.json to /tmp/minio_data/1765700445.json
[2025-12-15T16:00:21.774+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700570.json to /tmp/minio_data/1765700570.json
[2025-12-15T16:00:21.814+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700695.json to /tmp/minio_data/1765700695.json
[2025-12-15T16:00:21.898+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700820.json to /tmp/minio_data/1765700820.json
[2025-12-15T16:00:21.929+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700944.json to /tmp/minio_data/1765700944.json
[2025-12-15T16:00:21.975+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701068.json to /tmp/minio_data/1765701068.json
[2025-12-15T16:00:22.060+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701195.json to /tmp/minio_data/1765701195.json
[2025-12-15T16:00:22.143+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701319.json to /tmp/minio_data/1765701319.json
[2025-12-15T16:00:22.232+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701444.json to /tmp/minio_data/1765701444.json
[2025-12-15T16:00:22.317+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701569.json to /tmp/minio_data/1765701569.json
[2025-12-15T16:00:22.468+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701708.json to /tmp/minio_data/1765701708.json
[2025-12-15T16:00:22.532+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701834.json to /tmp/minio_data/1765701834.json
[2025-12-15T16:00:22.618+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701960.json to /tmp/minio_data/1765701960.json
[2025-12-15T16:00:22.685+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702086.json to /tmp/minio_data/1765702086.json
[2025-12-15T16:00:22.761+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702212.json to /tmp/minio_data/1765702212.json
[2025-12-15T16:00:22.848+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702339.json to /tmp/minio_data/1765702339.json
[2025-12-15T16:00:23.061+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702464.json to /tmp/minio_data/1765702464.json
[2025-12-15T16:00:23.260+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702590.json to /tmp/minio_data/1765702590.json
[2025-12-15T16:00:23.348+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702715.json to /tmp/minio_data/1765702715.json
[2025-12-15T16:00:23.471+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702840.json to /tmp/minio_data/1765702840.json
[2025-12-15T16:00:23.655+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702967.json to /tmp/minio_data/1765702967.json
[2025-12-15T16:00:23.875+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703092.json to /tmp/minio_data/1765703092.json
[2025-12-15T16:00:24.024+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703217.json to /tmp/minio_data/1765703217.json
[2025-12-15T16:00:24.118+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703342.json to /tmp/minio_data/1765703342.json
[2025-12-15T16:00:24.337+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703468.json to /tmp/minio_data/1765703468.json
