[2025-12-15T09:31:00.566+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-12-15T09:31:00.741+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_from_minio scheduled__2025-12-14T12:40:00+00:00 [queued]>
[2025-12-15T09:31:00.775+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_from_minio scheduled__2025-12-14T12:40:00+00:00 [queued]>
[2025-12-15T09:31:00.785+0000] {taskinstance.py:2306} INFO - Starting attempt 3 of 3
[2025-12-15T09:31:00.883+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_from_minio> on 2025-12-14 12:40:00+00:00
[2025-12-15T09:31:01.034+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=969) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-12-15T09:31:01.045+0000] {standard_task_runner.py:64} INFO - Started process 988 to run task
[2025-12-15T09:31:00.989+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_from_minio', 'scheduled__2025-12-14T12:40:00+00:00', '--job-id', '23', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpkzzogkt1']
[2025-12-15T09:31:01.062+0000] {standard_task_runner.py:91} INFO - Job 23: Subtask download_from_minio
[2025-12-15T09:31:02.224+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_from_minio scheduled__2025-12-14T12:40:00+00:00 [running]> on host 4abec113d47e
[2025-12-15T09:31:03.702+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_from_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-12-14T12:40:00+00:00' AIRFLOW_CTX_TRY_NUMBER='3' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-12-14T12:40:00+00:00'
