[2025-12-15T16:50:12.169+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-12-15T16:50:12.230+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_into_snowflake scheduled__2025-12-15T16:45:00+00:00 [queued]>
[2025-12-15T16:50:12.246+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_into_snowflake scheduled__2025-12-15T16:45:00+00:00 [queued]>
[2025-12-15T16:50:12.247+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 3
[2025-12-15T16:50:12.271+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_into_snowflake> on 2025-12-15 16:45:00+00:00
[2025-12-15T16:50:12.298+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=26232) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-12-15T16:50:12.308+0000] {standard_task_runner.py:64} INFO - Started process 26237 to run task
[2025-12-15T16:50:12.302+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_into_snowflake', 'scheduled__2025-12-15T16:45:00+00:00', '--job-id', '147', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpnvdvyykb']
[2025-12-15T16:50:12.311+0000] {standard_task_runner.py:91} INFO - Job 147: Subtask load_into_snowflake
[2025-12-15T16:50:12.449+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_into_snowflake scheduled__2025-12-15T16:45:00+00:00 [running]> on host 4abec113d47e
[2025-12-15T16:50:12.696+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_into_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2025-12-15T16:45:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-12-15T16:45:00+00:00'
[2025-12-15T16:50:12.699+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-12-15T16:50:12.744+0000] {logging_mixin.py:188} INFO - Received 265 files from previous task.
[2025-12-15T16:50:12.745+0000] {logging_mixin.py:188} INFO - Cnnecting to Snowflake...
