[2025-12-15T23:20:31.666+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-12-15T23:20:32.476+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_from_minio scheduled__2025-12-15T23:15:00+00:00 [queued]>
[2025-12-15T23:20:32.679+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_from_minio scheduled__2025-12-15T23:15:00+00:00 [queued]>
[2025-12-15T23:20:32.688+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 3
[2025-12-15T23:20:32.813+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_from_minio> on 2025-12-15 23:15:00+00:00
[2025-12-15T23:20:32.920+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=98833) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-12-15T23:20:32.928+0000] {standard_task_runner.py:64} INFO - Started process 98875 to run task
[2025-12-15T23:20:32.918+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_from_minio', 'scheduled__2025-12-15T23:15:00+00:00', '--job-id', '290', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpa1kabt1g']
[2025-12-15T23:20:32.959+0000] {standard_task_runner.py:91} INFO - Job 290: Subtask download_from_minio
[2025-12-15T23:20:34.525+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_from_minio scheduled__2025-12-15T23:15:00+00:00 [running]> on host 4abec113d47e
[2025-12-15T23:20:35.704+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_from_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-12-15T23:15:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-12-15T23:15:00+00:00'
[2025-12-15T23:20:35.740+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-12-15T23:20:48.101+0000] {logging_mixin.py:188} INFO - Found 265 files in the bucket.
[2025-12-15T23:20:48.456+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765699149.json to /tmp/minio_data/1765699149.json
[2025-12-15T23:20:48.654+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700319.json to /tmp/minio_data/1765700319.json
[2025-12-15T23:20:48.860+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700445.json to /tmp/minio_data/1765700445.json
[2025-12-15T23:20:48.993+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700570.json to /tmp/minio_data/1765700570.json
[2025-12-15T23:20:49.105+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700695.json to /tmp/minio_data/1765700695.json
[2025-12-15T23:20:49.195+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700820.json to /tmp/minio_data/1765700820.json
[2025-12-15T23:20:49.338+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765700944.json to /tmp/minio_data/1765700944.json
[2025-12-15T23:20:49.436+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701068.json to /tmp/minio_data/1765701068.json
[2025-12-15T23:20:49.574+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701195.json to /tmp/minio_data/1765701195.json
[2025-12-15T23:20:49.681+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701319.json to /tmp/minio_data/1765701319.json
[2025-12-15T23:20:49.792+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701444.json to /tmp/minio_data/1765701444.json
[2025-12-15T23:20:49.932+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701569.json to /tmp/minio_data/1765701569.json
[2025-12-15T23:20:50.088+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701708.json to /tmp/minio_data/1765701708.json
[2025-12-15T23:20:50.155+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701834.json to /tmp/minio_data/1765701834.json
[2025-12-15T23:20:50.267+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765701960.json to /tmp/minio_data/1765701960.json
[2025-12-15T23:20:50.367+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702086.json to /tmp/minio_data/1765702086.json
[2025-12-15T23:20:50.430+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702212.json to /tmp/minio_data/1765702212.json
[2025-12-15T23:20:50.522+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702339.json to /tmp/minio_data/1765702339.json
[2025-12-15T23:20:50.668+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702464.json to /tmp/minio_data/1765702464.json
[2025-12-15T23:20:50.849+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702590.json to /tmp/minio_data/1765702590.json
[2025-12-15T23:20:51.242+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702715.json to /tmp/minio_data/1765702715.json
[2025-12-15T23:20:51.447+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702840.json to /tmp/minio_data/1765702840.json
[2025-12-15T23:20:51.678+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765702967.json to /tmp/minio_data/1765702967.json
[2025-12-15T23:20:51.893+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703092.json to /tmp/minio_data/1765703092.json
[2025-12-15T23:20:52.382+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703217.json to /tmp/minio_data/1765703217.json
[2025-12-15T23:20:52.692+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703342.json to /tmp/minio_data/1765703342.json
[2025-12-15T23:20:52.860+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1765703468.json to /tmp/minio_data/1765703468.json
